year	code	question	responses
2022	Q131	how often did this happen almost every month some months but not every month or in only 1 or 2 months	Almost every month, Some months but not every month, Only 1 or 2 months, Don't know, Refused
2022	Q135	how much of an impact has the recent rise in inflation had on you and your spending habits	Large impact, Some impact, Limited impact, No impact, Don't know, Refused
2022	Q137	what do you think is the main reason for these experiences	Your Ancestry or National Origins, Your Gender, Your Race, Your Age, Your Religion, Your Height, Your Weight, Some other Aspect of Your Physical Appearance, Your Sexual Orientation, Your Education or Income Level, A physical disability, Your health insurance status, Don't know, Refused
2022	Q138	how many times did this happen to you during the past 3 years	Once every week or more, A few times every month, A few times every year, A few times in the past 3 years, Once, Never in the past 3 years, Don't know, Refused
2022	Q139	when this happened during the past 3 years where did this happen	At a doctor's office or when visiting the doctor, At a hospital or emergency room, At a community health center, At an urgent care center, At a pharmacy, At a dentist, Within a nursing home or other facility, When seeking health insurance coverage (in person or online), Someplace else, Don't know, Refused
2022	Q140	imagine you had a strong need to get information about accessing food this would include how to find food banks food pantries soup kitchens and how to apply for wic or snap benefits where would you go first for this information	Organization that provides food, Family/friend/Co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
2022	Q141	imagine you had a strong need to get information about housing where would you go first for this information	Organization that provides housing, Family/friend/Co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
2022	Q142	imagine you had a strong need to get information about mental health resources where would you go first for this information	Organization that provides mental health resources, Family/friend/Co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
2022	Q144	what language is the primary language spoken in your home	Spanish, Chinese (Cantonese, Mandarin), French, German, Tagalog, Vietnamese, Italian, Korean, Russian, Polish, Arabic, Portuguese, Japanese, Haitian Creole (Creole/Kreyol), Hindi, Urdu, Other, Refused
2022	Q145	how well do you speak english	Very well, Well, Not well, Not at all, Don't know, Refused
2022	Q147	the next two questions are about sexual orientation and gender identity which of the following best represents how you think of yourself	Lesbian or Gay, Straight, that is, not gay, Bisexual, Something else, I don't know the answer, Refused
2022	Q149	earlier i asked you to selfidentify your race now i will ask you how other people usually classify you in this country would you say other people usually classify you as white black or african american hispanic or latino asian native hawaiian or other pacific islander american indian or alaska native or some other group	White, Black or African American, Hispanic or Latino, Asian, Native Hawaiian or other Pacific Islander, American Indian or Alaska Native, Other/Something else, Refused
2022	Q15	how likely is it that your household will have to leave this home or apartment within the next two months because of evictionforeclosure	Very likely, Somewhat likely, Not very likely, Not likely at all, Don't know, Refused
2022	Q16	many stores banks markets or places to go are within easy walking distance of my home	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q17	there are places to bicycle in or near my neighborhood that are safe from traffic such as on the street or on special lanes separate paths or trails	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q18	i do not feel safe to go on walks in my neighborhood at night	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q19	people in this neighborhood can be trusted	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q2	the job done by the police to keep residents safe	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2022	Q20	people in this neighborhood are involved in trying to improve the neighborhood	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q24	the next set of questions are about your health how would you rate your overall health would you say your health is excellent very good good fair or poor	Excellent, Very good, Good, Fair, Poor, Don't know, Refused
2022	Q25	overall how satisfied are you with your life nowadays	Not at all satisfied, Only a little bit satisfied, Somewhat satisfied, Mostly satisfied, Completely satisfied, Don't know, Refused
2022	Q26	overall how happy did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2022	Q27	overall how anxious did you feel yesterday	Not at all, Only a little bit, Somewhat, Mostly, Completely, Don't know, Refused
2022	Q3	the ability of residents to obtain suitable employment	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2022	Q30	a test of a one c measures the average level of blood sugar over the past three months about how many times in the past 12 months has a doctor nurse or other health professional checked you for a one c	Never heard of it, Don't know, Refused
2022	Q31	a test of a one c measures the average level of blood sugar over the past three months about how many times in the past 12 months has a doctor nurse or other health professional checked you for a one c	None, One, Two, Three, Four, Five or more, Never heard of it, Don't know, Refused
2022	Q38	what type of health insurance do you have	Insurance obtained through a current or former employer or union, Insurance purchased directly from an insurance company, Medicare, Medicaid, Medical Assistance, HUSKY or any kind of government-assistance plan, State Health Insurance Exchange such as Access Health CT or NY State of Health, Any other type of health insurance plan, Don't know, Refused
2022	Q4	the condition of public parks and other public recreational facilities	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2022	Q47	do you have one person or place you think of as your personal doctor or health care provider	Yes, No, Don't know, Refused
2022	Q48	is that because you have more than one personal doctor or none at all	More than one, None at all, Don't know, Refused
2022	Q49	how often do you get the social and emotional support you need	Always, Usually, Sometimes, Rarely, Never, Don't know, Refused
2022	Q5	the availability of affordable highquality fruits and vegetables	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2022	Q50	little interest or pleasure in doing things	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2022	Q51	feeling down depressed or hopeless	Not at all, Several days, More than half the days, Nearly every day, Don't know, Refused
2022	Q52	phq2score score using q37­2 and q37­3	1, 2, 3, 4, 5, 6
2022	Q53	have you smoked at least 100 cigarettes in your entire life	Yes, No, Don't know, Refused
2022	Q54	do you currently smoke cigarettes every day some days or not at all	Every day, Some days, Not at all, Don't know, Refused
2022	Q55	do you now use ecigarettes or other electronic vaping products every day some days or not at all	Every day, Some days, Not at all, Don't know, Refused
2022	Q57	considering all types of alcoholic beverages how many times during the past 30 days did you have 56 or more drinks on an occasion	None, One to five, Six to ten, More than ten, Don't know, Refused
2022	Q59	during the past 30 days on how many days did you use marijuana or cannabis	None, One to five, Six to ten, More than ten, Don't know, Refused
2022	Q6	the ability of residents to obtain satisfactory housing that they can afford	Excellent, Good, Fair, Poor, Don't know enough about it in order to say, Refused
2022	Q64	it took a lot of effort to get the information you needed	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q65	you felt frustrated during your search for the information	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q66	overall how confident are you that you could get advice or information about heart disease and heart health if you needed it	Completely confident, Very confident, Somewhat confident, A little confident, Not confident at all, Don't know, Refused
2022	Q67	a doctor or medical provider	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q68	family or friends	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q69	government health agencies	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q7	do you have access to a car when you need it would you say you have access	Very often, Fairly often, Sometimes, Almost never, Never at all, Don't know, Refused
2022	Q70	charitable organizations	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q71	religious organizations and leaders	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q72	the internet	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q73	think about the last time you needed information about heart disease and heart health where did you go first	Books, Family, friend or co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
2022	Q75	it took a lot of effort to get the information you needed	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q76	you felt frustrated during your search for the information	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q77	overall how confident are you that you could get advice or information about cancer if you needed it	Completely confident, Very confident, Somewhat confident, A little confident, Not confident at all, Don't know, Refused
2022	Q78	a doctor or medical provider	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q79	family or friends	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q8	now tell us more about yourself what is your marital status	Single, never married, Married or civil union, Living with partner, Separated, Divorced, Widowed, Refused
2022	Q80	government health agencies	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q81	charitable organizations	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q82	religious organizations and leaders	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q83	the internet	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q84	think about the last time you needed information about cancer where did you go first	Books, Family, friend or co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
2022	Q86	it took a lot of effort to get the information you needed	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q87	you felt frustrated during your search for the information	Strongly agree, Somewhat agree, Somewhat disagree, Strongly disagree, Don't know, Refused
2022	Q88	overall how confident are you that you could get advice or information about health or medical topics if you needed it	Completely confident, Very confident, Somewhat confident, A little confident, Not confident at all, Don't know, Refused
2022	Q89	a doctor or medical provider	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q9	what is the number of adults 18 and older living in the household	One, Two, Three, Four or more, Refused
2022	Q90	family or friends	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q91	government health agencies	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q92	charitable organizations	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q93	religious organizations and leaders	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q94	the internet	Not at all, A little, Some, A lot, Don't know, Refused
2022	Q95	think about the last time you needed information about health or medical topics where did you go first	Books, Family, friend or co-worker, Clinic or health care provider, Internet, Library, Telephone information number (211), State or local government organization, Church or synagogue, Other, Don't know, Refused
